id,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
PE,603,1133,1211,2238,3016,3170,3175,3658,3401,2933,2776,3461,3596,5025,2988,2781,7988,13338,18059,7522,5185,14630,11282,5701,9946,6996,5454,6492,15073,23576,33140,28461,34001,43335,45289,61370,78370,102117,78711,16720
MR,446,195,590,183,206,498,229,226,225,490,933,534,632,408,304,402,522,544,759,1176,1739,1875,1302,968,2530,1931,2722,2264,4302,8136,8900,7652,7950,16198,17484,9349,9893,11261,10088,1545
MV,34,16,83,15,87,84,211,226,161,362,218,447,420,141,111,110,66,77,894,497,243,164,424,527,594,1099,1548,1579,2418,2804,10233,7226,9145,16819,13247,16145,31990,23335,19791,11107
PP,63,106,85,85,117,389,217,168,201,199,411,685,671,631,483,1264,1310,2433,4662,3421,3080,2836,3169,2876,2688,2316,2050,2730,3241,3505,7709,6123,7074,10090,14928,16347,23967,31732,33203,3787
MJ,78,41,23,86,42,35,37,61,37,107,92,78,490,936,609,483,549,1078,2555,4453,8168,8233,5032,2828,4323,2551,2783,4109,2234,2215,2678,3036,3117,2384,2286,2937,6223,7836,9364,1120
TL,0,0,0,0,0,0,0,9,0,0,3,3,0,9,2,0,0,29,22,0,5,3,2,2,19,46,33,70,93,29,82,199,230,129,171,272,413,362,362,21
BM,614,823,741,644,1373,812,887,791,1232,6715,3242,3060,3220,3595,2635,4628,6839,13344,14712,12157,13162,12443,13915,15222,19127,13395,9000,12675,57385,46649,84718,54745,68740,120616,70163,81274,133955,119052,137433,15064
FR,7142,10900,13547,14845,19981,19369,19997,26423,23620,17766,17939,20451,28731,18904,23567,44313,48089,68166,74930,79919,84833,81229,80734,72002,116021,92554,65785,103709,197606,267427,375259,308162,455546,461467,589678,716758,1182435,1041137,858041,105298
BF,101,310,224,239,164,259,437,324,205,187,162,109,142,211,90,284,234,464,467,418,558,563,483,668,581,1224,387,2545,9106,11959,28253,22326,29981,34805,35220,48296,73273,67430,55494,6973
BN,187,112,182,186,240,244,276,281,179,216,479,365,378,316,501,383,541,887,720,816,1223,2006,2678,1744,2788,2521,1949,2832,1611,3695,5433,4387,7273,8459,9915,14617,23922,29968,25205,3881
EG,10437,9931,15012,13234,8504,10291,15393,11681,11531,13008,13347,16669,18002,12730,23997,32383,36327,48884,55379,53694,50209,61378,60907,57536,62198,63357,47010,60580,99750,124123,203560,142766,573522,426806,536334,457293,558192,467170,398776,55083
GI,9,32,141,170,101,120,200,70,82,361,67,31,65,14,50,20,104,309,481,219,506,493,706,1014,546,615,233,393,474,735,1673,1226,1390,2384,8314,3737,9105,11595,12293,1220
KZ,100,95,99,139,133,126,138,295,684,320,306,370,3062,2970,2201,2630,3620,5934,7579,9422,12533,12473,13582,17988,15957,14219,9407,14359,17307,15422,34348,28065,39378,39280,34359,47437,59259,62811,79496,8426
PG,5,0,2,2,0,0,0,1,1,18,3,4,5,13,12,14,107,42,55,45,75,22,10,16,8,35,2,4,7,51,55,41,418,198,149,411,1159,1387,421,63
PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,8,33,85,0,1,17,35,130,92,124,184,165,282,607,502,410,74
